x,y,Z,id,index,OBJECTID,Type,Shape_Le,Area_ft2,Update_Y,PARID,No_of_PARID,No. of housing units,VALUEYEA,FINALFULLB,LANDUSECOD,LANDUSEDES,YEARBUIL,BASEMENT,STORYHEIGHT,HEATEDSQUA,STRUCTURES1,STRUCTURET,HAZUS,type,STRUCTURES
77.49515755,34.68606022,0,41040,26988,89422,Building Existing,193.9174312,1911.437152,2006,33599,1,2,2021,68120,19,Building Site,1997,NONE,1,2040,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.54199585,34.68666472,0,41041,26989,89423,Building Existing,187.4187202,1805.590671,2006,63043,1,2,2021,65710,1,Residential,2002,NONE,1,1458,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.54343441,34.68665673,0,41042,26990,89424,Building Existing,214.6529068,2237.633415,2006,63046,1,1,2021,129480,1,Residential,2002,NONE,1,2052,Single Family,Aluminum/Vinyl, A66,A66,Single Family
77.51292491,34.68635717,0,41047,26991,89430,Building Existing,221.1041469,2662.238137,2006,19292,1,1,2021,154740,19,Building Site,1996,NONE,1,1890,Single Family,Brick Veneer, A10,A10,Single Family
77.52216879,34.68647241,0,41049,26992,89432,Building Existing,190.2933086,1795.148053,2006,65392,1,1,2021,92280,1,Residential,2005,NONE,1,1088,Single Family,Aluminum/Vinyl, A90,A90,Single Family
77.20774953,34.6822055,0,41051,26993,89438,Building Existing,163.8659005,1408.721806,2006,43166,1,1,2021,66040,1,Residential,1985,NONE,1,960,Single Family,Siding on Sheathing, A58,A58,Single Family
77.52160223,34.68649746,0,41053,26994,89440,Building Existing,197.4007227,2197.040017,2006,63856,1,1,2021,107700,1,Residential,2004,NONE,1,1404,Single Family,Aluminum/Vinyl, A106,A106,Single Family
77.52128948,34.68650803,0,41055,26995,89442,Building Existing,167.1782369,1309.633451,2006,63857,1,1,2021,118340,1,Residential,2004,NONE,2,1440,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.20939963,34.68222801,0,41056,26996,89443,Building Existing,179.1910165,1890.487497,2006,43162,1,1,2021,80100,1,Residential,1985,NONE,1,1356,Single Family,Siding on Sheathing, A74,A74,Single Family
77.50935419,34.68636251,0,41057,26997,89444,Building Existing,133.2162689,1073.969852,2006,7236,1,1,2021,19640,19,Building Site,1942,NONE,1,664,Single Family,Aluminum/Vinyl, A86,A86,Single Family
77.13237198,34.68101195,0,41059,26998,89446,Building Existing,315.7564936,3620.933591,2006,11000,1,1,2021,351260,11,Waterfront ICW,1991,NONE,2,4472,Single Family,Cedar Shake, A30,A30,Single Family
77.21098971,34.68228203,0,41060,26999,89447,Building Existing,165.4593147,1493.833111,2006,35463,1,1,2021,73740,1,Residential,1986,NONE,1,1029,Single Family,Aluminum/Vinyl, A82,A82,Single Family
77.20619837,34.68225056,0,41063,27000,89452,Building Existing,182.5926886,1839.409142,2006,44982,1,1,2021,81680,1,Residential,1986,NONE,1,1092,Single Family,Aluminum/Vinyl, A102,A102,Single Family
77.51591126,34.68648906,0,41065,27001,89455,Building Existing,230.0681125,1887.246074,2006,679,1,1,2021,5430,19,Building Site,1961,NONE,1,1396,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.17134161,34.68168001,0,41066,27002,89456,Building Existing,295.2405089,3486.70732,2006,28039,1,1,2021,136910,16,Waterview,1975,NONE,1,1653,Single Family,Brick Veneer, A98,A98,Single Family
77.52788994,34.68662449,0,41067,27003,89457,Building Existing,169.1347146,1519.574536,2006,58990,1,1,2021,5220,19,Building Site,1957,NONE,1,1156,Single Family,Aluminum/Vinyl, A90,A90,Single Family
77.20401322,34.68219554,0,41068,27004,89458,Building Existing,184.3546644,1776.039666,2006,50703,1,1,2021,79700,1,Residential,1992,NONE,1,1173,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.17556259,34.68182826,0,41070,27005,89462,Building Existing,128.3915155,973.7752008,2006,21045,1,1,2021,19240,20,Building Site,1956,NONE,1,696,Single Family,Aluminum/Vinyl, A90,A90,Single Family
77.17798894,34.68188137,0,41072,27006,89464,Building Existing,200.0828454,2048.283567,2006,53210,1,1,2021,57310,19,Building Site,1965,NONE,1,1254,Single Family,Asbestos Shingle,A2,A2,Single Family
77.15386854,34.68145012,0,41073,27007,89466,Building Existing,271.342592,3365.551542,2006,53701,1,1,2021,172430,1,Residential,2003,NONE,1,1883,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.15081249,34.68143215,0,41074,27008,89469,Building Existing,204.1635406,2464.057263,2006,57075,1,1,2021,123350,1,Residential,2001,NONE,1,1671,Single Family,Aluminum/Vinyl, A106,A106,Single Family
77.55843133,34.68705163,0,41077,27009,89472,Building Existing,173.2239415,1472.70253,2006,160144,1,1,2021,32680,19,Building Site,1940,NONE,1,1032,Single Family,Aluminum/Vinyl, A70,A70,Single Family
77.15254267,34.68147416,0,41078,27010,89473,Building Existing,228.2304532,2569.608513,2006,57080,1,1,2021,125790,1,Residential,1999,NONE,1,1699,Single Family,Aluminum/Vinyl, A66,A66,Single Family
77.16009353,34.68156568,0,41079,27011,89475,Building Existing,290.9670342,3372.133705,2006,53667,1,1,2021,180600,6,Waterfront River/Creek,1997,NONE,1,2074,Single Family,Brick Veneer, A110,A110,Single Family
77.20899963,34.68235725,0,41081,27012,89477,Building Existing,164.6167321,1438.73857,2006,43161,1,1,2021,88500,1,Residential,1985,NONE,1,1256,Single Family,Aluminum/Vinyl, A90,A90,Single Family
77.53116139,34.68670588,0,41082,27013,89478,Building Existing,243.9167896,2731.430847,2006,50536,1,1,2021,69410,19,Building Site,1950,NONE,1,2159,Single Family,Brick Veneer, A98,A98,Single Family
77.20529246,34.68228132,0,41084,27014,89483,Building Existing,243.7387209,2575.718778,2006,44980,1,1,2021,112260,1,Residential,1992,NONE,1,1516,Single Family,Aluminum/Vinyl, A66,A66,Single Family
77.20329143,34.68228409,0,41085,27015,89484,Building Existing,181.4080966,1851.17312,2006,50706,1,1,2021,77970,1,Residential,1992,NONE,1,1118,Single Family,Aluminum/Vinyl, A78,A78,Single Family
77.52236719,34.68664159,0,41087,27016,89488,Building Existing,187.2386637,1740.059333,2006,65393,1,1,2021,93950,1,Residential,2005,NONE,1,1088,Single Family,Aluminum/Vinyl, A90,A90,Single Family
77.13212614,34.68116366,0,41088,27017,89489,Building Existing,246.5786363,2938.04569,2006,3614,1,1,2021,118710,11,Waterfront ICW,1973,NONE,1,2221,Single Family,Siding on Sheathing, A58,A58,Single Family
77.20748517,34.68238071,0,41093,27018,89495,Building Existing,165.6090698,1530.344985,2006,43167,1,1,2021,90580,1,Residential,1985,NONE,1,1100,Single Family,Aluminum/Vinyl, A10,A10,Single Family
77.20563529,34.682384,0,41101,27019,89509,Building Existing,197.063204,1811.383713,2006,44981,1,1,2021,76980,1,Residential,1991,NONE,1,1104,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.13191088,34.68129098,0,41104,27020,89512,Building Existing,121.6472866,924.8681923,2006,23787,1,1,2021,91300,11,Waterfront ICW,1978,NONE,2,1170,Single Family,Hard Board (Hardy board or pla, A26,A26,Single Family
77.50087515,34.68645519,0,41105,27021,89513,Building Existing,171.4176945,1593.312575,2006,41147,1,2,2021,24670,19,Building Site,1986,NONE,1,1496,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.17224341,34.68183041,0,41106,27022,89514,Building Existing,329.6427511,5824.438792,2006,49441,1,2,2021,95160,20,Building Site,1988,NONE,1,1610,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.15172542,34.68161609,0,41107,27023,89515,Building Existing,163.530887,1462.380209,2006,36745,1,1,2021,123840,1,Residential,2003,NONE,2,1456,Single Family,Aluminum/Vinyl, A22,A22,Single Family
77.20385074,34.68237739,0,41109,27024,89517,Building Existing,188.4307417,1763.315926,2006,50704,1,1,2021,86000,1,Residential,1991,NONE,1,1066,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.21049877,34.68251077,0,41111,27025,89519,Building Existing,167.9165382,1524.036073,2006,35465,1,1,2021,74680,1,Residential,1986,NONE,1,1029,Single Family,Siding on Sheathing, A54,A54,Single Family
77.55709447,34.68716521,0,41112,27026,89520,Building Existing,179.5048449,1612.221242,2006,35843,1,2,2021,21220,19,Building Site,1986,NONE,1,1248,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.20638756,34.68244776,0,41116,27028,89527,Building Existing,179.7532183,1608.670135,2006,43179,1,1,2021,81510,1,Residential,1991,NONE,1,952,Single Family,Aluminum/Vinyl, A74,A74,Single Family
77.53628222,34.68690872,0,41118,27029,89529,Building Existing,215.6546402,2534.66096,2006,1231,1,1,2021,106620,19,Building Site,1977,NONE,1,1543,Single Family,Brick Veneer, A94,A94,Single Family
77.20872175,34.68250436,0,41119,27030,89530,Building Existing,156.7708546,1384.344203,2006,43160,1,1,2021,64360,1,Residential,1985,NONE,1,934,Single Family,Aluminum/Vinyl, A6,A6,Single Family
77.50868009,34.68661945,0,41120,27031,89531,Building Existing,231.3796906,2292.439174,2006,6580,1,1,2021,65920,19,Building Site,1968,NONE,1,1313,Single Family,Brick Frame, A58,A58,Single Family
77.49728913,34.6864618,0,41121,27032,89532,Building Existing,163.2365965,1484.644076,2006,33602,1,2,2021,36960,19,Building Site,1999,NONE,1,1404,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.50829696,34.68664082,0,41122,27033,89533,Building Existing,165.1982766,1523.824133,2006,11061,1,1,2021,51040,19,Building Site,1968,NONE,1,1326,Single Family,Brick Frame, A106,A106,Single Family
77.134234,34.68137885,0,41124,27034,89537,Building Existing,264.4378692,3068.439718,2006,19879,1,1,2021,196440,6,Waterfront River/Creek,1998,NONE,1,1869,Single Family,Hard Board (Hardy board or pla, A90,A90,Single Family
77.48402942,34.68632153,0,41128,27035,89541,Building Existing,161.5915582,897.2803289,2006,5712,1,1,2021,37210,30,Mobile Home Park,2006,NONE,1,340,Single Family,Aluminum/Vinyl, A110,A110,Single Family
77.15271624,34.68167294,0,41129,27036,89543,Building Existing,248.0394646,2551.476406,2006,57081,1,1,2021,119800,1,Residential,1998,NONE,1,1620,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.16013648,34.68180841,0,41130,27037,89544,Building Existing,254.6375754,2730.124622,2006,53668,1,1,2021,175470,6,Waterfront River/Creek,1995,NONE,1,2104,Single Family,Cedar/Redwood/Cypress, A62,A62,Single Family
77.21178752,34.68261965,0,41135,27038,89549,Building Existing,162.224821,1415.277917,2006,38876,1,1,2021,65800,1,Residential,1987,NONE,1,1047,Single Family,Aluminum/Vinyl, A62,A62,Single Family
77.23869774,34.68304274,0,41137,27039,89552,Building Existing,189.4720911,1775.730962,2006,44089,1,1,2021,128930,19,Building Site,1986,NONE,2,1729,Single Family,Log, A30,A30,Single Family
77.13513239,34.68146671,0,41138,27040,89553,Building Existing,239.6016813,2123.635979,2006,2481,1,1,2021,144570,6,Waterfront River/Creek,1986,FULL,2,2880,Single Family,"Frame Siding, Plywood", A22,A22,Single Family
77.21024984,34.68262897,0,41140,27041,89555,Building Existing,162.5661351,1458.706424,2006,35466,1,1,2021,67210,1,Residential,1986,NONE,1,1029,Single Family,Aluminum/Vinyl, A62,A62,Single Family
77.63681322,34.68825908,0,41143,27042,89558,Building Existing,207.2946367,1994.459708,2006,61441,1,2,2021,42030,21,Building Site Off-Road,1995,NONE,1,1782,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.15560605,34.68178642,0,41144,27043,89559,Building Existing,277.9703788,3735.087499,2006,53718,1,1,2021,222960,1,Residential,2000,NONE,1,2641,Single Family,Brick Veneer, A82,A82,Single Family
77.23694792,34.68301949,0,41145,27044,89560,Building Existing,189.2400201,2026.908291,2006,44091,1,1,2021,137260,19,Building Site,1985,NONE,2,2049,Single Family,Log, A26,A26,Single Family
77.21222946,34.68268884,0,41148,27045,89564,Building Existing,195.4566164,1859.285942,2006,35579,1,1,2021,89970,1,Residential,1986,NONE,1,1110,Single Family,Aluminum/Vinyl, A74,A74,Single Family
77.15041542,34.68174021,0,41149,27046,89565,Building Existing,200.4322707,2254.349817,2006,57151,1,1,2021,112060,1,Residential,1999,NONE,1,1500,Single Family,Aluminum/Vinyl, A110,A110,Single Family
77.15213094,34.68176249,0,41152,27047,89568,Building Existing,212.2357576,2288.138328,2006,57106,1,1,2021,116700,1,Residential,1999,NONE,1,1559,Single Family,Aluminum/Vinyl, A82,A82,Single Family
77.13440332,34.6815115,0,41153,27048,89569,Building Existing,292.5907226,2933.28561,2006,19249,1,1,2021,124840,6,Waterfront River/Creek,1978,PART,1,2313,Single Family,Brick Veneer, A54,A54,Single Family
77.52146621,34.68695056,0,41155,27049,89572,Building Existing,179.9328808,1645.209042,2006,65405,1,1,2021,93470,1,Residential,2005,NONE,1,1184,Single Family,Aluminum/Vinyl, A66,A66,Single Family
77.15517435,34.68183074,0,41157,27050,89574,Building Existing,270.9966562,3363.342377,2006,53717,1,1,2021,196370,1,Residential,2004,NONE,1,2368,Single Family,Aluminum/Vinyl, A102,A102,Single Family
77.15145592,34.68180179,0,41161,27051,89581,Building Existing,224.154259,2774.42068,2006,57108,1,1,2021,142770,1,Residential,2002,NONE,1,1872,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.5590464,34.68734334,0,41162,27052,89582,Building Existing,272.0539239,3527.87412,2006,16292,1,1,2021,123850,21,Building Site Off-Road,1965,NONE,1,2256,Single Family,Brick Veneer, A70,A70,Single Family
77.13539512,34.68158885,0,41163,27053,89584,Building Existing,181.6856875,1856.441131,2006,23333,1,1,2021,171810,6,Waterfront River/Creek,1972,NONE,1,1598,Single Family,Cedar/Redwood/Cypress, A90,A90,Single Family
77.21000455,34.68274266,0,41165,27054,89586,Building Existing,166.7120295,1540.851535,2006,35467,1,1,2021,66030,1,Residential,1987,NONE,1,1029,Single Family,Siding on Sheathing, A94,A94,Single Family
77.20848097,34.68271981,0,41166,27055,89587,Building Existing,171.5296704,1635.25175,2006,43159,1,1,2021,64030,1,Residential,1985,NONE,1,1100,Single Family,Aluminum/Vinyl, A74,A74,Single Family
77.52820391,34.68708901,0,41170,27056,89592,Building Existing,158.6758513,1502.142258,2006,14923,1,2,2021,61100,21,Building Site Off-Road,2003,NONE,1,1488,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.15290586,34.68188669,0,41171,27057,89598,Building Existing,223.0987089,2634.103813,2006,57082,1,1,2021,128280,1,Residential,1997,NONE,1,1766,Single Family,Aluminum/Vinyl, A62,A62,Single Family
77.49395901,34.68668445,0,41173,27058,89600,Building Existing,215.6924022,2223.701153,2006,33595,1,2,2021,30560,19,Building Site,1986,NONE,1,1834,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.1752081,34.68228497,0,41174,27059,89601,Building Existing,228.651148,2301.707162,2006,5973,1,1,2021,56020,19,Building Site,1964,NONE,1,1505,Single Family,Brick Veneer, A94,A94,Single Family
77.15116022,34.68187306,0,41175,27060,89602,Building Existing,218.769817,2514.745037,2006,57109,1,1,2021,123580,1,Residential,1999,NONE,1,1670,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.52214308,34.68708367,0,41179,27061,89608,Building Existing,192.6186081,1867.012881,2006,65394,1,1,2021,95010,1,Residential,2005,NONE,1,1092,Single Family,Aluminum/Vinyl, A110,A110,Single Family
77.54202614,34.68728421,0,41184,27062,89614,Building Existing,216.7161698,2433.455487,2006,63042,1,2,2021,70930,1,Residential,2001,NONE,1,2387,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.20470333,34.68275203,0,41186,27063,89616,Building Existing,181.739639,1706.138906,2006,51534,1,1,2021,78780,1,Residential,1992,NONE,1,1156,Single Family,Aluminum/Vinyl, A110,A110,Single Family
77.53364743,34.68725101,0,41188,27064,89621,Building Existing,167.9436888,1340.112387,2006,19781,1,1,2021,47600,19,Building Site,1964,NONE,1,1180,Single Family,Aluminum/Vinyl, A10,A10,Single Family
77.1706012,34.68228401,0,41189,27065,89622,Building Existing,170.7092107,1719.664433,2006,13164,1,1,2021,118960,7,Waterfront River/Creek,1982,NONE,1,1080,Single Family,Aluminum/Vinyl, A6,A6,Single Family
77.52144046,34.68710128,0,41190,27066,89623,Building Existing,185.985256,1692.546833,2006,65404,1,1,2021,93260,1,Residential,2005,NONE,1,1088,Single Family,Aluminum/Vinyl, A102,A102,Single Family
77.13403707,34.68170009,0,41196,27067,89630,Building Existing,226.5815895,2473.622573,2006,15460,1,1,2021,167950,1,Residential,1990,NONE,2,2416,Single Family,Cedar/Redwood/Cypress, A30,A30,Single Family
77.15401126,34.68200207,0,41197,27068,89631,Building Existing,287.2377469,3310.81803,2006,53699,1,1,2021,203860,1,Residential,1997,NONE,1,2545,Single Family,Aluminum/Vinyl, A62,A62,Single Family
77.20973688,34.68287692,0,41198,27069,89633,Building Existing,173.2570466,1593.268836,2006,43149,1,1,2021,76520,1,Residential,1984,NONE,1,1124,Single Family,Siding on Sheathing,A2,A2,Single Family
77.15229377,34.68198846,0,41199,27070,89634,Building Existing,231.8193277,2513.653949,2006,57105,1,1,2021,120350,1,Residential,1998,NONE,1,1695,Single Family,Aluminum/Vinyl, A66,A66,Single Family
77.15686376,34.68203423,0,41200,27071,89635,Building Existing,307.4319247,3794.189874,2006,53688,1,1,2021,228850,7,Waterfront River/Creek,1999,NONE,2,2540,Single Family,Hard Board (Hardy board or pla,A18,A18,Single Family
77.20818222,34.6828142,0,41202,27072,89637,Building Existing,338.8584151,3407.602315,2006,43158,1,1,2021,103380,1,Residential,1985,NONE,1,2456,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.20781388,34.68288095,0,41203,27073,89638,Building Existing,165.8830523,1420.273062,2006,43157,1,1,2021,79650,1,Residential,1985,NONE,1,972,Single Family,Siding on Sheathing, A78,A78,Single Family
77.52673895,34.68722872,0,41205,27074,89641,Building Existing,161.7907415,1542.586456,2006,47267,1,1,2021,70600,21,Building Site Off-Road,1988,NONE,1,1183,Single Family,Aluminum/Vinyl, A70,A70,Single Family
77.16014464,34.68214276,0,41209,27076,89645,Building Existing,243.5503038,3483.49141,2006,53669,1,1,2021,242240,6,Waterfront River/Creek,2001,NONE,1,2182,Single Family,Cedar/Redwood/Cypress, A14,A14,Single Family
77.21106793,34.68296177,0,41211,27077,89647,Building Existing,164.6966206,1462.412246,2006,38873,1,1,2021,69200,1,Residential,1987,NONE,1,1047,Single Family,Siding on Sheathing, A78,A78,Single Family
77.21234884,34.68296372,0,41212,27078,89648,Building Existing,199.7378708,2116.644751,2006,35580,1,1,2021,82980,1,Residential,1987,NONE,1,1272,Single Family,Aluminum/Vinyl, A10,A10,Single Family
77.20667541,34.68288658,0,41213,27079,89649,Building Existing,177.1073792,1558.126906,2006,43180,1,1,2021,74060,1,Residential,1987,NONE,1,960,Single Family,Cedar/Redwood/Cypress, A78,A78,Single Family
77.17190726,34.68235988,0,41214,27080,89650,Building Existing,201.8566925,2507.264642,2006,"71879.0, 49441.0",2,2,2021,261380,16,Waterview,2007,NONE,1,3506,Single Family,Aluminum/Vinyl, A86,A86,Single Family
77.17410568,34.68241153,0,41215,27081,89651,Building Existing,190.1380788,1405.186005,2006,697,1,1,2021,5860,19,Building Site,1971,NONE,1,1056,Singlewide M/H,MODULAR METAL,B3,B3,Singlewide M/H
77.13372212,34.68183745,0,41221,27082,89659,Building Existing,196.6641563,1633.026965,2006,23338,1,1,2021,112880,1,Residential,1984,NONE,2,1638,Single Family,Cedar/Redwood/Cypress, A26,A26,Single Family
77.51221442,34.68707073,0,41222,27083,89660,Building Existing,284.7989328,3033.170445,2006,42587,1,2,2021,44150,19,Building Site,1983,NONE,1,1986,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.20419853,34.68288579,0,41223,27084,89661,Building Existing,196.6435278,1884.087157,2006,51532,1,1,2021,100140,1,Residential,1992,NONE,1,1584,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.15860174,34.68217338,0,41224,27085,89662,Building Existing,295.3515383,3635.783473,2006,53683,1,1,2021,182040,7,Waterfront River/Creek,2002,NONE,1,2462,Single Family,Aluminum/Vinyl, A110,A110,Single Family
